statement,target,result
Says the 1986 Vaccine protection act resulted in the biggest jump in shots for children because it gave drug manufacturers exemption for responsibility of killing people.,False,incorrect
"""DMX received COVID vaccine days before heart attack.""",False,incorrect
"George Floyds younger brother, Dejywan Floyd, has been arrested in North Carolina for a road rage shooting of a white couple, killing the mother of six sitting in the passenger seat.",False,incorrect
56 million defenseless people rounded up and exterminated in the 20th Century because of gun control.,False,incorrect
"""Sunday was never used before as a voting day in Georgia.",False,incorrect
Report: Biden administration busing thousands of illegals to red states to get permanent status.,False,incorrect
6000% Increase in Reported Vaccine Deaths 1st Quarter 2021 Compared to 1st Quarter 2020,False,incorrect
The Biden administration is engaging in human trafficking because they are enabling this to happen at the southern border.,False,incorrect
"Per the CDC, there are nearly twice as many vaccine-related deaths so far in 2021 (1,755) than all the vaccine deaths this past decade (994).",False,incorrect
"In this photo, Man uses a gun to rob a Texas convenience store. Man was shot by every customer inside the store",False,incorrect
"""Theyre unable to administer vaccines if the lockdown ends because the emergency ends with it.",False,incorrect
The tax deadline is April 18th. Do your taxes soon.,False,incorrect
"If I dont take the vaccine, Im at risk for covid. If I do take the vaccine, Im still at risk for covid PLUS Im at risk for permanent vaccine side effects. Therefore Im reducing my risk by not taking the vaccine. Thats the real science.",False,incorrect
"If the voting bill H.R. 1 is passed, absentee ballots would be mailed out to anyone without proof of the voters identity.",False,incorrect
Toxicology report was made public by the MN prosecution revealing the cause of George Floyds death was a fentanyl overdose.,False,incorrect
"""There are 43 states that have now passed voter suppression laws.""",False,incorrect
"""Ted Cruz says owning a gun should be as hassle free as owning a car, which as I recall requires a license and registration.""",False,incorrect
"""80% of people taking the Moderna vaccine had significant side effects, via Bill Gates.""",False,incorrect
"The president of Drag Queen Story Hour was arrested, charged with child pornography.",False,incorrect
"Finally, a judge has ruled Dominion voting machines were designed to create  fraud.",False,incorrect
The southern U.S. border is now open to anyone from anywhere in the world who wishes to enter our country.,False,incorrect
The movie I am Legend was based in the year 2021 and people turned into zombies because of the wrong vaccine.,False,incorrect
Aluminum is in the vaccine and will hurt the brain.,False,incorrect
Says Disneyland is enforcing a no scream policy on roller coasters.,False,incorrect
"Pelosis $1.9 trillion bailout gives EVERY federal employee a $21,000 bonus check they never lost their job!",False,incorrect
"Says Burisma admitted in a Ukrainian court to paying Joe Biden $900,000.",False,incorrect
"Says Candace Owens tweeted, Yes, my husband did cheat on me with my brother. Yes, he said no when I asked to join.",False,incorrect
The Atlanta shooting suspect wrote an anti-China post on Facebook prior to the shootings.,False,incorrect
70% of Georgians said they would vote for Trump in 2024.,False,incorrect
Donald J. Trumps signature is on the new stimulus checks.,False,incorrect
"Next week has a time change, full moon and Friday the 13th.",False,incorrect
"Vitamin D, vitamin C, colloidal silver and black seed oil can kill the coronavirus.",False,incorrect
Schumer and Pelosi sneak funding into COVID bill.,False,incorrect
A video shows a nurse pretending to vaccinate actor Anthony Hopkins before squirting fluid in the syringe on the floor.,False,incorrect
Says Joe Biden executive orders caused price increases of 50 cents in gas and 10% in food.,False,incorrect
Schools banning Dr. Seuss books.,False,incorrect
Ballots in Arizonas Maricopa County from the 2020 presidential election found shredded and in dumpster days before Senate audit to begin.,False,incorrect
Video suggests Dr. Anthony Fauci said vaccines dont protect against COVID-19.,False,incorrect
"The voting bill known as H.R. 1 would mean that millions of illegal immigrants are quickly registered to vote.""",False,incorrect
Biden took down Dr. Seuss and Mr. Potato Head.,False,incorrect
"The voting bill known as H.R. 1 ""would force states to adopt universal mail-in ballots.",False,incorrect
"""While he was president, President Trump never encouraged Americans to get vaccinated.""",False,incorrect
"Says he requested 10,000 National Guardsmen for his Jan. 6 rally, but Nancy Pelosi rejected it.",False,incorrect
Instagram has been limiting our posts so that no more than 7% of our friends see our posts.,False,incorrect
All of the science and data say its perfectly safe to have teachers and students in the classroom.,False,incorrect
"America has 133 million registered voters, but 159 million votes were cast in the 2020 presidential election.",False,incorrect
"Says Joe Biden has effectively ordered a shutdown of ICE, halting virtually all deportations, everyone, murderers, everybody, no more.",False,incorrect
Identification is required to get into Washington DC.,False,incorrect
"The Biden administration halted deportations for all illegal aliens  murderers, rapists, terrorists, MS-13 gang members are not being deported.""",False,incorrect
"If you take the vaccine, you'll be enrolled in a pharmacovigilance tracking system. It means that you've enrolled yourself in a medical trial.",False,incorrect
"Obama ""said (the individual mandate) wasn't a tax.""",True,correct
"Ronald Reagan ""raised taxes in 1982, 1984, 1985, 1986 and 1987.""",True,correct
"""Gov. Romney was very clear, he would veto the DREAM Act.""",True,correct
"""A million people a year come into the U.S. legally. No other country even comes close to that figure.""",True,correct
"Says lawyer appointed by Eric Holder to investigate government leaks helped and donated to Obama's campaign, vetting vice presidential prospects.",True,correct
Says Barack Obama has played nearly 100 rounds of golf as president.,True,correct
"President Obama budget request for veterans is""more than double the amount in constant dollars appropriated in 1980, when the veterans population was larger by a third.""",True,correct
"""Water transportation is the most fuel efficient, least polluting, safest, and least expensive means of moving cargo.""",True,correct
"Says ""one in four women and one in seven men have been victims of domestic violence in their lifetime.""",True,correct
"Obama promised to cut the deficit by half by the end of his first term but he ""hasn't even come close.""",True,correct
"New Jersey has ""the highest property taxes in the nation and not by a little. They are the highest property taxes in the nation, more than double the national average.""",True,correct
"Says Mitt Romney is proposing a ""tax cut that gives an average of $250,000 to every millionaire in this country.""",True,correct
"Says legislative cuts mean Texas is ""spending on average $500 less per student.""",True,correct
"""The Democrat-controlled Senate, it hasn't passed a budget in more than 1,000 days.""",True,correct
"In the past three years, ""we've added enough new oil and gas pipeline to circle the Earth and then some.""",True,correct
"The Buffett Rule ""will bring in less than $5 billion per year. ... Enough to pay one weeks interest on the national debt.""",True,correct
"""The federal government owns tens of thousands of properties that are vacant or underused.""",True,correct
"""Tourism accounts for 439,000 jobs in the state of Ohio, and visitors spend $36 billion annually.""",True,correct
"""Congress as a whole is less popular than its been since polling was invented.""",True,correct
Says opponent Ted Cruz has not led businesses.,True,correct
"Says the Pentagon has never passed a financial audit. In fact, the Pentagon is exempt from a federal law that requires all federal agencies to complete annual audits.",True,correct
"Says the United States ""actually exports more gasoline, diesel and other fuels than it imported in 2011 for the first time since, I think, 1949.""",True,correct
"""Our rainy day fund has gone from 89 cents to $240 million.""",True,correct
"""Republicans in Congress refuse to list a single tax loophole they are willing to close.""",True,correct
Says Barack Obama has played over 90 rounds of golf as president.,True,correct
"""More children die in agricultural jobs than in any other industry.""",True,correct
"Last year, ""Exxon pocketed nearly $4.7 million every hour.""",True,correct
"""Every poll you see, the overwhelming majority of people want [E-Verify].""",True,correct
"""More than half of the births in Texas are paid for by Medicaid.""",True,correct
"""New business startups are at the lowest levels in 30 years.""",True,correct
Says Romney flip-flopped on abortion.,True,correct
"Says he ""cut taxes by more than $600 million"" when he wasgovernor.",True,correct
"""If we keep the minimum wage at the current level, then single-parent families earning the minimum wage at a full-time job will live in poverty in New Jersey.""",True,correct
"""Between 1982 and 2007 the cost of a college education increased 439 percent.""",True,correct
"Wisconsin is called the Badger State because ""our ancestors came here with the hopes of living the American dream by mining.""",True,correct
"""Gingrich supported individual health insurance mandates.""",True,correct
Sixteen million jobs were created under Ronald Reagan's presidency.,True,correct
"Says Mitt Romney said he does not ""line up with the NRA.""",True,correct
"Says ""Rick Santorum supported (Arlen) Specter over conservative candidates twice.""",True,correct
"""Florida ranks 45th"" in the nation for tuition.",True,correct
"Says Republican U.S. Senate candidate Ted Cruz ""opposes the DREAM Act, which is supported by 85% of Latinos.""",True,correct
"Says Scott Walker enacted ""the biggest cuts to education in our states history.""",True,correct
"Says a 1915 referendum on womens right to vote ""went down in New Jersey. And it took the Legislature to pass it.""",True,correct
You may have driven the length of a football field in the five seconds it takes to check a text.,True,correct
"""91 percent of Latinos support the DREAM Act, which allows undocumented youth to attend college,"" but Marco Rubio opposes it.",True,correct
"""If you take into account all the people who are struggling for work, or have just stopped looking, the real unemployment rate is over 15 percent.""",True,correct
"""One out of every three automobile fatalities can be attributed to alcohol.""",True,correct
"""Today, for the first time in fifteen years, Master Locks unionized plant in Milwaukee is running at full capacity.""",True,correct
"In July 1996, Mitt Romney helped locate the missing teenage daughter of a partner at Bain Capital.",True,correct
Says Jerry Nadler said God has no authority in the House of Representatives,False,incorrect
Says Joe Biden said a racial slur.,False,incorrect
Insulin prices rose with the swipe of (Joe Bidens) pen.,False,incorrect
Says a video captures sound from the surface of Mars,False,incorrect
"Just for the record, the Biden Administration IS separating children and parents.",False,incorrect
"Says President Joe Biden canceled Trumps child sex ring operation, which saw thousands of arrests last year.",False,incorrect
"Says Coca-Cola CEO James Quincey said, A few right winged nuts wont affect our bottom line.",False,incorrect
"Oil is now $61.30 a barrel and rising drastically! On Jan. 5, it was about $25 a barrel.",False,incorrect
Nancy Pelosi has invited all illegals to her mansion at 2724 Pacific Ave San Francisco CA.,False,incorrect
"""There's no evidence that white supremacists were responsible for what happened on Jan. 6. That's a lie.",False,incorrect
Joe Biden is handing our power grid to the Chinese Communist Party.,False,incorrect
"New evidence ties COVID-19 creation to research funded by Fauci""",False,incorrect
"""BUSTED: CDC Inflated COVID Numbers, Accused of Violating Federal Law""",False,incorrect
Newly discovered video shows late night deliveries of tens of thousands of illegal ballots 8 hours after deadline.,False,incorrect
"Trump assassination foiled, Deep State in panic mode!",False,incorrect
"Joe Biden ""really did wipe away"" student loan debt.",False,incorrect
The White House was dark for 10 nights in a row.,False,incorrect
"""A lot of these migrants that are coming, we have no way to screen their backgrounds for either health or for security.""",False,incorrect
Myanmar used Dominion Voting Systems.,False,incorrect
The Biden administration lost 20 million COVID vaccines.,False,incorrect
Masks have negative impacts on 68% of children.,False,incorrect
"Says Joe Biden said, I dont know what Im signing, while signing a document.",False,incorrect
Biden invested the entire family fortune in Ukraine gas and oil. Then shuts down Keystone pipeline. Starting to get the picture.,False,incorrect
Says Bill Gates said at least 3 billion people need to die from the planet.,False,incorrect
Says Biden's Rolex belonged to his late son Beau.,False,incorrect
Says Donald Trump offered his hotel to our troops to sleep in after they were put in a car garage.,False,incorrect
Hank Aarons death was caused by a COVID-19 vaccine.,False,incorrect
Says the Biden administration labeled Libertarians terrorists.,False,incorrect
National Guard members turned their backs on Bidens motorcade on Inauguration Day.,False,incorrect
Says Joe Exotic was pardoned.,False,incorrect
Military brass band plays Hit the Road Jack as Trump leaves office.,False,incorrect
A $15-per-hour minimum wage would raise the price of a Taco Bell burrito to $38.,False,incorrect
Says Joe Biden has plans to ban animal agriculture and gas-powered cars.,False,incorrect
Says Joe Biden stayed silent about violence at Black Lives Matter protests.,False,incorrect
"Photo shows Rep. Lauren Boebert with Capitol rioters before she gave them a tour of the building ""one day before the insurrection.""",False,incorrect
Republicans have no way to communicate after tech companies cut off Parler.,False,incorrect
"Says Joe Biden is on video ""admitting to"" election fraud in a ""confession.""",False,incorrect
Nancy Pelosi is no longer the Speaker of the House,False,incorrect
Says Mike Pence changed his Twitter banner photo to Biden and Harris.,False,incorrect
"A CNN chyron said, Antifa has just taken responsibility for storming Capital Hill.",False,incorrect
Kamala Harris is planning to use the 25th Amendment against Joe Biden and appoint Mike Pence as her vice president.,False,incorrect
The storming of the Capitol was staged.,False,incorrect
1776 flag flying over White House! in January 2021. Revolution Signal.,False,incorrect
New York is trying to pass a bill that would allow them to round up non mask wearers and people who dont want to take the vaccine into concentration camps. Then with a court order they can force vaccinate you.,False,incorrect
"Says COVID-19 vaccines have experimental technology never before used on humans and that some contain nanochips which can electronically track recipients.""",False,incorrect
"A registered nurse in Nashville, Tenn., developed Bells Palsy after receiving the COVID-19 vaccine.",False,incorrect
Says Dr. Fauci lied about masks in March.,False,incorrect
"CDC COVID-19 survival rates are 99.997% for people ages 0 to 19, 99.98% for people ages 20 to 49, 99.5% for people ages 50 to 69, and 94.6% for people over 70.",False,incorrect
Chief Justice John Roberts visited Jeffrey Epstein's private island.,False,incorrect
21% of people are having serious adverse events from (the Moderna) vaccine.,False,incorrect
"6 states will cast their (electoral) votes for Trump AND for Biden, which will lead to a second Trump term.",False,incorrect
"The American Medical Association rescinded a previous statement and now says ""hydroxychloroquine is okay"" for COVID-19.",False,incorrect
"68% error rate in Michigan Voting Machines. Should be, by law, a tiny percentage of one percent.",False,incorrect
The percentage of Americans with natural immunity from getting COVID-19 is a very powerful vaccine in itself.,False,incorrect
Says that this year is the first time during his 27 years as senator that two African Americans have ever served on the same (Senate) committee.,False,incorrect
Photo shows MAYHEM in Oregon!,False,incorrect
"""You know what the biggest lie is, is that restaurants are spreaders of COVID. There's no science for that.""",False,incorrect
Head of Pfizer research: Covid vaccine is female sterilization.,False,incorrect
Images that show a 90-year-old UK woman receiving the Pfizer COVID-19 vaccine appeared online in a CNN news story in October.,False,incorrect
"The president got the highest percentage of minority votes of any Republican candidate for president in over 100 years.""",False,incorrect
Photo shows Kelly Loefflers house.,False,incorrect
"Says George Patton said, Politicians are the lowest form of life on earth. Liberal Democrats are the lower form of politicians.",False,incorrect
China recovered from COVID-19 without a vaccine.,False,incorrect
Video footage from Georgia shows suitcases filled with ballots pulled from under a table and illegally counted after election observers were told to leave.,False,incorrect
"""Beware - George Soros is starting a Fake News site in Missouri",False,incorrect
"Masks will kill quite a few people, its well known that they reduce blood oxygen levels and those with respiratory and cardiac disorders will die.",False,incorrect
Says Joe Biden plagiarized Donald Trump in his Democratic National Convention speech.,False,incorrect
Photo shows Bidens inaugural stage being built on the White House North Lawn.,False,incorrect
Democrats spent 4 years refusing to acknowledge Trumps 2016 victory.,False,incorrect
North Carolina Gov. Roy Coopers daughter is having a big wedding today. 500 people. Then going to lock you down on Monday.,False,incorrect
Says Biden wants a nationwide lockdown to combat a virus that has a 99%+ survival rate.,False,incorrect
Michigan just refused to certify the election results!,False,incorrect
Biden campaign director arrested for electoral fraud.,False,incorrect
Facebook removed the title of President from Donald Trump and designated him as Political Candidate.,False,incorrect
Ticketmaster is planning mandatory COVID vaccine identification for concert attendance.,False,incorrect
The media called the 2016 election for Hillary Clinton.,False,incorrect
"A judge has ordered a ""HAND RECOUNT by an INDEPENDENT COMMISSION in the state of Michigan, following hard evidence of voting fraud by Detroit City Election Commission.""",False,incorrect
Video shows trashed ballots for Donald Trump.,False,incorrect
Church bells rang in Paris and fireworks were set off in London to celebrate Joe Bidens presidential win.,False,incorrect
"Says 132,000 ballots in Fulton County, Ga., have been identified as likely ineligible, and President Trump might win Georgia as a result.",False,incorrect
CNN says Dick Cheney will be advising Biden on foreign policy.,False,incorrect
Mitt Romney has been asked to lead Health and Human Services in Biden administration.,False,incorrect
"Says The Washington Times ran a front-page headline that said, President Gore.",False,incorrect
An election worker in Georgia threw away a ballot.,False,incorrect
"A list shows over 14,000 dead people voted in Wayne County, Michigan.",False,incorrect
More poll workers caught filling out ballots in Delaware County Pennsylvania.,False,incorrect
Thousands of military ballots were found in the trash in Wisconsin.,False,incorrect
"If you were forced to use a Sharpie to fill out your ballot, that is voter fraud.",False,incorrect
"Detroit has 2,503 dead people registered including one voter born in 1823.",False,incorrect
Joe Biden was called for Michigan even though Donald Trump won more votes.,False,incorrect
"Now that its even, Nevada decides to stop counting and is now not going to count anything until TOMORROW! What?!",False,incorrect
Early morning election results from Michigan and Wisconsin show voter fraud.,False,incorrect
Wisconsin found 112k votes at 3am.,False,incorrect
"Says Joe Biden received a sudden influx of 138,339 votes in Michigan while Donald Trump received none.",False,incorrect
"Six states ""decided to stop counting"" votes as Donald Trump was ""headed for a win on election night.",False,incorrect
"Voters in Maricopa County, Ariz., were forced to vote using Sharpie pens that arent read by voting machines.",False,incorrect
NOT A JOKE: Ilhan Omar Tells Residents You Dont Have to be Registered to Vote in Minnesota.,False,incorrect
Trump has won the election with 294 electoral votes.,False,incorrect
"If Biden wins the election, there are people out there planning on mass murdering poc and lbgtq+ people. Please stay inside during the election and a few days after.",False,incorrect
Biden says he doesnt need voters to get elected.,False,incorrect
Kohl's confirmed that they will be selling BLM merchandise but are not selling back the blue at this time.,False,incorrect
Says Nancy Pelosis son served on the Burisma board with Hunter Biden.,False,incorrect
"Kamalas husband, a lawyer, represents the Communist Chinese Party in America!! Think about that!!",False,incorrect
Dems have removed any mention of God from their Platform.,False,incorrect
Photo shows Joe Biden doesnt wear a mask on a plane.,False,incorrect
"Our doctors get more money if somebody dies from COVID.  So what they do is they say, I'm sorry, but, you know, everybody dies of COVID.""",False,incorrect
Says Sean Connery wrote a letter to Steve Jobs refusing to be an Apple spokesman.,False,incorrect
There are people trying to make legal age of consent 4 years old.,False,incorrect
Says Jeff Foxworthy wrote a fence test for Republicans and Democrats.,False,incorrect
Says Trump didnt campaign on cutting the debt  Thats not what he promised to do.,False,incorrect
The majority of minimum wage workers...are mothers.,False,incorrect
"When asked about court-packing, Biden's staff immediately escorts the camera out.",False,incorrect
Says Kamala Harris said looters are just feeding their hungry kids.,False,incorrect
"In Nevada, they want to have a thing where you dont have to have any verification of the signature on ballots.",False,incorrect
Says North Carolina just landed an auto plant.,False,incorrect
Joe Biden confirmed his plan to abolish the entire U.S. oil industry.,False,incorrect
Says photo of Malia Obama's credit card next to white powder was found on Hunter Biden's laptop.,False,incorrect
More suicide deaths than coronavirus death past two months.,False,incorrect
U.S. is really not doing (COVID-19) reporting right because deaths are being improperly counted and hospitals have an incentive to pad stats.,False,incorrect
Says Hunter Biden died of a crack overdose.,False,incorrect
Biden admits to voter fraud.,False,incorrect
"The coronavirus ""was constructed in the Wuhan Institute of Virology.",False,incorrect
A yearbook photo shows Mark Kelly dressed as Adolf Hitler.,False,incorrect
"""Biden slipped up and came out saying hes going to tax your 401k. Are any of you EVEN paying attention?""",False,incorrect
Says Joe Biden had an iPad at his podium during the debate.,False,incorrect
Says Texas has lower taxes and less regulations than anywhere else in the U.S.,False,incorrect
Says Mark Kelly took to space a Chinese communist banner.,False,incorrect
Says Joe Biden repeatedly told Americans he's going to raise their taxes.,False,incorrect
The boilermakers union has endorsed me because I sat down with them and went into great detail with leadership [about] exactly what I would do.,False,incorrect
A photo shows women who gathered to scream at Trump through their vaginas.,False,incorrect
"Says Hunter Biden had 25,000 pics of him torturing and raping children under age 10 in China on his laptop.",False,incorrect
Photo shows Ice Cube and 50 Cent wearing Donald Trump hats.,False,incorrect
"Pennsylvania rejected 372,000 mail-in ballots",False,incorrect
WHO now says your childs presence in school counts as informed consent for vaccination - parental presence not required.,False,incorrect
"Says Joe Biden said, I lived in Section 8 housing as a little boy.",False,incorrect
A photo shows a massive crowd at a recent Florida rally for Donald Trump.,False,incorrect
Says Joe Biden calls Donald Trumps supporters the dregs of society.,False,incorrect
BREAKING NEWS: All Charges Dropped for Kyle Rittenhouse.,False,incorrect
"Your ballot could be disqualified if it is written on in Haltom City, Tex.",False,incorrect
"""Biden's plan is a 14% tax hike on middle class families.""",False,incorrect
CDC just cancelled Halloween for kids.,False,incorrect
Says Joe Biden took a knee during the national anthem.,False,incorrect
Says Joe Biden called for a jihad in a video.,False,incorrect
"Says Kamala Harris said, American churches are PROPAGANDA CENTERS for intolerant homophobic, xenophobic vitriol.""",False,incorrect
"Says Kamala Harris said, The American people arent equipped to make these decisions for themselves.",False,incorrect
Says ballots in Wisconsin are being dumped in rivers or creeks.,False,incorrect
Says Joe Biden and Kamala Harris support abortion up to the moment of birth.,False,incorrect
"As vice president, Kamala Harris would defund, dismantle, and dissolve police departments.",False,incorrect
Says Joe Biden is proposing a tax increase thats the largest in American history.,False,incorrect
Chris Christie is in ICU and reported to be put on a ventilator.,False,incorrect
Says Kamala Harris said there will be a federal tax on your home for reparations.,False,incorrect
Says Chris Christie told Donald Trump to interrupt Joe Biden during the debate because people who overcome stuttering have a harder time maintaining their train of thought when interrupted. Keep interrupting him and hell stumble when he tries to speak. This will enforce the senile narrative.,False,incorrect
"During the Obama/Biden administration 18,000 people got clemency.",False,incorrect
The government has released their initial plans to force a vaccine on everyone.,False,incorrect
Says Joe Biden stays in his basement.,False,incorrect
Biden and Obama allowed grown men in restrooms with little girls. Trump has rescued over 300 missing children from (pedophiles) and perverts.,False,incorrect
I dont think theres any doubt (Joe) Bidens senile.,False,incorrect
Poll watchers in Philadelphia were thrown out.,False,incorrect
"Before the coronavirus pandemic, the United States had the greatest economy in the history of our country.",False,incorrect
"""You said you went to Delaware State but you forgot the name of your college.""",False,incorrect
"""Cori Bush is a career criminal and a con artist.",False,incorrect
Says Jared Kushner deleted all of his tweets after the tax story broke.,False,incorrect
"Like Al-Qaeda and ISIS, Amy Coney Barrett has said her end goal is to end the separation of church and state & build a Kingdom of God in the United States.",False,incorrect
Kamala Harris has not formally taken questions from the press a single time since she was announced as Joe Bidens vice presidential pick.,False,incorrect
"Biden said today, if he loses, his people will keep burning, looting and killing.",False,incorrect
Says Judge Amy Coney Barrett said that gays have a right to be discriminated against because they are against Gods wishes and that white people are Gods chosen ones.,False,incorrect
"Coroner saying George Floyd died of drug overdose, not police brutality.",False,incorrect
Photo shows Dianne Feinstein bullying Lisa Murkowski over the now empty seat of the late Justice Ruth Bader Ginsburg.,False,incorrect
"Quotes Ronald Reagan as saying, Keep voting Democrat ... One day they will restrict your freedoms, restrict your history and restrict your safety. All in the name of professional victims that don't understand the consequences of their ignorance.",False,incorrect
Says Facebook is banning Trump from advertising for president.,False,incorrect
Photos show children in cages.,False,incorrect
Facebook is creating these #firstborn and #secondborn challenges so the IRS can confirm who yall claiming on them taxes as dependents.,False,incorrect
Says Ruth Bader Ginsburg was nominated and confirmed 43 days before an election.,False,incorrect
82% of Americans...would experience a tax increase if Biden were elected.,False,incorrect
Photo shows Jacob Blakes 14-year-old rape victim.,False,incorrect
"Says Sarah Jeong said, ""We need a castration lottery for white men. Every month we pull a birthday, sort the excess and snip some sacks, preferably in a big public gathering.""",False,incorrect
"Says John F. Kennedy said, ""If a Supreme Court Justice died one day before the election, it would be more Constitutional to indefinitely postpone the election than postpone the confirmation a single day.""",False,incorrect
Students no longer say the Pledge of Allegiance in schools.,False,incorrect
"""This Is Real: Biden Waves To An Empty Field.""",False,incorrect
Bill Gates says you don't have a choice to be vaccinated or not.,False,incorrect
CBS stole a photo from Latinos for Trump in Phoenix and tagged it as a Biden event.,False,incorrect
Nobody is found dead of corona in their homes.. They all die at the hospital.,False,incorrect
Selene Delgado Lopez is everyones friend in Facebook.,False,incorrect
"If Joe Biden steps down, Nancy Pelosi will become vice president.",False,incorrect
Most of the wildfires on the West Coast are all being started by antifa.,False,incorrect
Not one politician has died from the virus.,False,incorrect
Says Joe Biden wants to put a 3% annual federal tax on your home.,False,incorrect
"Says NBC News reported that Hillary Clinton ""covered up elite pedophile ring at state department.""",False,incorrect
"Kamala Harris wants the riots to continue and not let up, not now not even after the election.",False,incorrect
Joe Biden wants to raise taxes on 82% of all Americans.,False,incorrect
"Biden failed to condemn far-left violent groups like Antifa, instead faulting only the brave men and women of law enforcement.",False,incorrect
Says his policy is that health insurance should always cover preexisting conditions. For anyone. Period.,False,incorrect
Elderly people were beat up by a BLM hate group for being white.,False,incorrect
The entire city (of Portland) is ablaze all the time.,False,incorrect
Says authorities found 39 children in a double wide trailer in Georgia and it's not the biggest news story in America.,False,incorrect
At 17 years old Kyle (Rittenhouse) was perfectly legal to be able to possess that rifle without parental supervision.,False,incorrect
Says Melania Trump is the first FLOTUS to visit troops in a combat zone since 1969.,False,incorrect
"... in 2013 Obama determined Social Security would not send checks through the USPS, because it was not secure",False,incorrect
"Trump denies fire assistance to California because they didn't vote for him, but helped Russia with their wildfires in Siberia.",False,incorrect
Says Jacob Blake declared he had a gun in the car and was going to go get it and was brandishing a knife,False,incorrect
BLM rioters just burned down a black church in a black community with a BLM sign out front.,False,incorrect
Says James Madison signed the Declaration of Independence.,False,incorrect
These photos show Jacob Blake posing with a gun.,False,incorrect
"Says Joe Biden and Kamala Harris would raise the federal income tax rate for a person with a bi-weekly gross salary of $3,000 to 39.6%, costing nearly half your paycheck.",False,incorrect
Clicking on this link in a text message lets sex traffickers track you.,False,incorrect
Democrats and Joe Biden want to abolish the suburbs altogether by ending single-family home zoning.,False,incorrect
Says Joe Biden and Kamala Harris want massive tax hikes on working families.,False,incorrect
"Melania dug up the WH Rose Garden, removing roses from every First Lady since 1913.",False,incorrect
Says a video shared to his social media shows vehicles with broken windows in a parking garage used by state agencies in Texas on the same night the City of Austin voted to cut $150 million from the police department.,False,incorrect
"Says Nancy Pelosi wants to remove votes from soldiers overseas and said, They dont even live here.",False,incorrect
"Says President Barack Obama spied on my campaign, and got caught!",False,incorrect
"Bidens tax rate on a family making 75,000 dollars would go from 12% to 25%.",False,incorrect
Cal Cunningham has been silent on this on defunding the police; I assume his silence is consent.,False,incorrect
Says Kamala Harris inaccurately claimed to be bussed in the 60s due to segregation type issues.,False,incorrect
Says Mike Pence said he wont debate Kamala Harris.,False,incorrect
"The coronavirus has seen a big surge in New Zealand. It's terrible. We don't want that.""",False,incorrect
"Says Democratic presidential nominee Joe Biden backs a fracking ban that would cost 100,000 Wisconsin jobs",False,incorrect
"Says Kamala Harris said, If elected & you dont surrender your guns, I will sign an executive order & the police will show up at your door.",False,incorrect
Says Kamala Harris wants to eliminate beef.,False,incorrect
"The Trump administration added over 209,000 jobs, including 16,000 new manufacturing jobs, to Pennsylvania over the last three years.",False,incorrect
Says Kamala Harris called Joe Biden a racist during a Democratic presidential debate.,False,incorrect
A graph shows the number of human trafficking arrests increased dramatically under President Donald Trump.,False,incorrect
"Says Ruth Bader Ginsburg said, The age of consent for sexual acts must be lowered to age 12 years old.",False,incorrect
President Donald Trump put a hold on ALL EVICTIONS through December.,False,incorrect
"""Third party votes only siphon from (Democrats).",False,incorrect
"Says ""Pelosi blackmails Congress! She demands mail-in voting or no 2nd stimulus for you and your family.",False,incorrect
Herd immunity has been reached.,False,incorrect
"Black Lives Matter ""injures 1000 police officers kills 36 people and does $8 billion in damage.""",False,incorrect
Video shows missile attack in Beirut explosion.,False,incorrect
Children are almost immune from this disease.,False,incorrect
"Photo shows Angela Merkel, Theresa May and Dalia Grybauskait as teenagers.",False,incorrect
Says Joe Biden is absolutely on board with defunding the police.,False,incorrect
"Says Bill Gates said, We need to develop a digital certificate that shows who has received all the vaccinations. Only those with all the required vaccinations may travel, visit churches, participate in sports and music events, get a job, etc.",False,incorrect
"$258,000/month: Amount Blake Griffin will pay in child support to ex Brynn Cameron.",False,incorrect
The White House doctored a photo of a Donald Trump event to make the crowd look bigger.,False,incorrect
Absentee voting is different from mail-in voting and has more protections against fraud.,False,incorrect
"Says Herman Cain died of cancer, not COVID-19.",False,incorrect
Says George Floyd appeared on Judge Judy.,False,incorrect
The first Statue of Liberty given to the U.S. by France was a Black woman which the U.S. rejected.,False,incorrect
Says actor Kurt Russell said this about the police.,False,incorrect
A common cold can cause a positive COVID-19 test.,False,incorrect
America was the ONLY country that ended slavery,False,incorrect
"Says he opposes statewide mask order because it would require him to wear a mask in my house, or walking my dog.",False,incorrect
"The NFL agreed to give the domestic terror group, BLM, 250 million dollars.",False,incorrect
"""Black Lives Matter is a terrorist organization.""",False,incorrect
A photo shows Portland protesters pointing lasers at federal officers.,False,incorrect
Says wearing masks has been proven ineffective.,False,incorrect
SpongeBobs license address is Jeffrey Epsteins private island!,False,incorrect
American coronavirus vaccine killed five Ukrainians.,False,incorrect
Says Joe Biden is formally listed as criminal suspect in Ukraine case involving his son.,False,incorrect
"This virus has a cure. It is called hydroxychloroquine, zinc, and Zithromax. I know you people want to talk about a mask. Hello? You dont need (a) mask. There is a cure.",False,incorrect
No U.S. presidents elected before Donald Trump were racist.,False,incorrect
The Trump administration has had zero unfulfilled equipment and supply requests from state governors.,False,incorrect
Says Sen. Thom Tillis doesnt think restaurant workers should have to wash their hands.,False,incorrect
The United Nations new world order agenda will create one world government with one world military and the end of national sovereignty.,False,incorrect
